EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
378,42,0.0,Travel_Rarely,557,Research & Development,18.0,4,Life Sciences,4,Male,35,3,2,Research Scientist,1,Divorced,5410.0,11189,6.0,Yes,17.0,3,3,1,9.0,3.0,2,4.0,3.0,1.0,2.0
380,60,0.0,Travel_Rarely,370,Research & Development,1.0,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883.0,20467,3.0,No,20.0,4,3,1,19.0,2.0,4,1.0,0.0,0.0,0.0
383,26,0.0,Non-Travel,786,Research & Development,7.0,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570.0,11925,1.0,No,20.0,4,3,0,7.0,5.0,3,7.0,7.0,5.0,7.0
384,56,0.0,Travel_Rarely,1443,Sales,11.0,5,Marketing,4,Female,89,2,2,Sales Executive,1,Married,5380.0,20328,4.0,No,16.0,3,3,1,6.0,3.0,3,0.0,0.0,0.0,0.0
387,35,0.0,Travel_Rarely,750,Research & Development,28.0,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407.0,25348,1.0,No,17.0,3,4,2,10.0,3.0,2,10.0,9.0,6.0,8.0
390,38,0.0,Travel_Rarely,723,Sales,2.0,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,5405.0,4244,2.0,Yes,20.0,4,1,2,20.0,4.0,2,4.0,2.0,0.0,3.0
392,41,0.0,Travel_Rarely,796,Sales,4.0,1,Marketing,3,Female,81,3,3,Sales Executive,3,Divorced,10447.0,26458,0.0,Yes,13.0,3,4,1,23.0,3.0,4,22.0,14.0,13.0,5.0
396,39,0.0,Travel_Rarely,722,Sales,24.0,1,Marketing,2,Female,60,2,4,Sales Executive,4,Married,12031.0,8828,0.0,No,11.0,3,1,1,21.0,2.0,2,20.0,9.0,9.0,6.0
397,56,0.0,Travel_Rarely,1162,Research & Development,24.0,2,Life Sciences,1,Male,97,3,1,Laboratory Technician,4,Single,2587.0,10261,1.0,No,16.0,3,4,0,5.0,3.0,3,4.0,2.0,1.0,0.0
398,32,0.0,Travel_Rarely,1373,Research & Development,5.0,4,Life Sciences,4,Male,56,2,2,Manufacturing Director,4,Single,9679.0,10138,8.0,No,24.0,4,2,0,8.0,1.0,3,1.0,0.0,0.0,0.0
402,33,0.0,Non-Travel,775,Research & Development,4.0,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,3055.0,6194,5.0,No,15.0,3,4,2,11.0,2.0,2,9.0,8.0,1.0,7.0
408,36,0.0,Travel_Rarely,335,Sales,17.0,2,Marketing,3,Male,33,2,2,Sales Executive,2,Married,5507.0,16822,2.0,No,16.0,3,3,2,12.0,1.0,1,4.0,2.0,1.0,3.0
410,29,0.0,Travel_Rarely,1378,Research & Development,13.0,2,Other,4,Male,46,2,2,Laboratory Technician,2,Married,4025.0,23679,4.0,Yes,13.0,3,1,1,10.0,2.0,3,4.0,3.0,0.0,3.0
413,24,0.0,Travel_Rarely,771,Research & Development,1.0,2,Life Sciences,2,Male,45,2,2,Healthcare Representative,3,Single,4617.0,14120,1.0,No,12.0,3,2,0,4.0,2.0,2,4.0,3.0,1.0,2.0
423,47,0.0,Travel_Rarely,1001,Research & Development,4.0,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333.0,19271,8.0,Yes,12.0,3,3,1,28.0,4.0,3,22.0,11.0,14.0,10.0
428,29,0.0,Travel_Rarely,1082,Research & Development,9.0,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974.0,25412,9.0,No,17.0,3,3,1,9.0,2.0,3,5.0,3.0,1.0,2.0
436,48,0.0,Travel_Rarely,1108,Research & Development,15.0,4,Other,3,Female,65,3,1,Research Scientist,1,Married,2367.0,16530,8.0,No,12.0,3,4,1,10.0,3.0,2,8.0,2.0,7.0,6.0
437,35,0.0,Travel_Frequently,1199,Research & Development,18.0,4,Life Sciences,3,Male,80,3,2,Healthcare Representative,3,Married,5689.0,24594,1.0,Yes,14.0,3,4,2,10.0,2.0,4,10.0,2.0,0.0,2.0
445,34,0.0,Travel_Rarely,511,Sales,3.0,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,6029.0,25353,5.0,No,12.0,3,1,0,6.0,3.0,3,2.0,2.0,2.0,2.0
449,31,0.0,Travel_Rarely,1079,Sales,16.0,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161.0,19002,2.0,No,13.0,3,1,3,10.0,2.0,3,1.0,0.0,0.0,0.0
453,36,0.0,Non-Travel,894,Research & Development,1.0,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374.0,15411,0.0,No,15.0,3,3,0,4.0,6.0,3,3.0,2.0,1.0,2.0
454,53,0.0,Travel_Rarely,1395,Research & Development,24.0,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005.0,3458,3.0,No,15.0,3,3,0,11.0,2.0,3,4.0,3.0,1.0,2.0
455,48,0.0,Travel_Frequently,708,Sales,7.0,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655.0,11740,2.0,Yes,11.0,3,3,2,19.0,3.0,3,9.0,7.0,7.0,7.0
462,49,0.0,Travel_Rarely,464,Research & Development,16.0,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587.0,24941,4.0,Yes,16.0,3,2,1,17.0,2.0,2,2.0,2.0,2.0,2.0
465,37,0.0,Travel_Rarely,370,Research & Development,10.0,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,4213.0,4992,1.0,No,15.0,3,2,0,10.0,4.0,1,10.0,3.0,0.0,8.0
467,40,0.0,Travel_Rarely,369,Research & Development,8.0,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516.0,5041,2.0,Yes,16.0,3,2,1,18.0,3.0,3,1.0,0.0,0.0,0.0
478,35,0.0,Travel_Rarely,737,Sales,10.0,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306.0,21530,9.0,No,17.0,3,3,0,15.0,3.0,3,13.0,12.0,6.0,0.0
479,29,0.0,Travel_Rarely,468,Research & Development,28.0,4,Medical,4,Female,73,2,1,Research Scientist,1,Single,3785.0,8489,1.0,No,14.0,3,2,0,5.0,3.0,1,5.0,4.0,0.0,4.0
482,42,0.0,Travel_Rarely,1128,Research & Development,13.0,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,5538.0,5696,5.0,No,18.0,3,3,2,10.0,2.0,2,0.0,0.0,0.0,0.0
483,29,0.0,Travel_Rarely,441,Research & Development,8.0,1,Other,3,Female,39,1,2,Healthcare Representative,1,Married,9715.0,7288,3.0,No,13.0,3,3,1,9.0,3.0,3,7.0,7.0,0.0,7.0
487,38,0.0,Travel_Rarely,1495,Research & Development,4.0,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306.0,26176,7.0,No,19.0,3,4,1,7.0,5.0,2,0.0,0.0,0.0,0.0
493,49,0.0,Travel_Rarely,465,Research & Development,6.0,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966.0,11652,2.0,Yes,19.0,3,2,1,30.0,3.0,3,15.0,11.0,2.0,12.0
502,23,0.0,Travel_Rarely,1320,Research & Development,8.0,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989.0,20586,1.0,Yes,11.0,3,1,0,5.0,2.0,3,5.0,4.0,1.0,2.0
503,34,0.0,Non-Travel,1375,Sales,10.0,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,4001.0,12313,1.0,Yes,14.0,3,3,1,15.0,3.0,3,15.0,14.0,0.0,7.0
504,28,0.0,Travel_Rarely,1423,Research & Development,1.0,3,Life Sciences,1,Male,72,2,1,Research Scientist,3,Divorced,1563.0,12530,1.0,No,14.0,3,4,1,1.0,2.0,1,1.0,0.0,0.0,0.0
506,46,0.0,Travel_Rarely,734,Research & Development,2.0,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,19328.0,14218,7.0,Yes,17.0,3,3,1,24.0,3.0,3,2.0,1.0,2.0,2.0
509,43,0.0,Travel_Rarely,244,Human Resources,2.0,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,3539.0,5033,0.0,No,13.0,3,2,0,10.0,5.0,3,9.0,7.0,1.0,8.0
518,31,0.0,Travel_Frequently,561,Research & Development,3.0,3,Life Sciences,4,Female,33,3,1,Research Scientist,3,Single,4084.0,4156,1.0,No,12.0,3,1,0,7.0,2.0,1,7.0,2.0,7.0,7.0
520,35,0.0,Travel_Frequently,880,Sales,12.0,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581.0,10414,3.0,Yes,24.0,4,1,0,13.0,2.0,4,11.0,9.0,6.0,7.0
522,53,0.0,Travel_Rarely,607,Research & Development,2.0,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169.0,14618,0.0,No,16.0,3,2,1,34.0,4.0,3,33.0,7.0,1.0,9.0
523,54,0.0,Travel_Rarely,157,Research & Development,10.0,3,Medical,3,Female,77,3,2,Manufacturing Director,1,Single,4440.0,25198,6.0,Yes,19.0,3,4,0,9.0,3.0,3,5.0,2.0,1.0,4.0
524,40,0.0,Travel_Rarely,676,Research & Development,9.0,4,Life Sciences,4,Male,86,3,1,Laboratory Technician,1,Single,2018.0,21831,3.0,No,14.0,3,2,0,15.0,3.0,1,5.0,4.0,1.0,0.0
530,32,0.0,Travel_Rarely,1259,Research & Development,2.0,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393.0,24852,1.0,No,12.0,3,1,0,1.0,2.0,3,1.0,0.0,0.0,0.0
533,38,0.0,Travel_Frequently,594,Research & Development,2.0,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468.0,15963,4.0,No,14.0,3,2,1,9.0,4.0,2,6.0,1.0,0.0,5.0
535,38,0.0,Travel_Rarely,397,Research & Development,2.0,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756.0,14199,3.0,Yes,19.0,3,4,1,10.0,6.0,4,5.0,4.0,0.0,2.0
538,35,0.0,Travel_Rarely,819,Research & Development,18.0,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208.0,26312,1.0,No,11.0,3,4,0,16.0,2.0,3,16.0,15.0,1.0,10.0
541,32,0.0,Travel_Rarely,964,Sales,1.0,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735.0,12147,6.0,No,15.0,3,2,0,10.0,2.0,3,0.0,0.0,0.0,0.0
542,41,0.0,Travel_Rarely,548,Research & Development,9.0,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289.0,20520,1.0,No,20.0,4,2,2,5.0,2.0,3,5.0,3.0,0.0,4.0
545,33,0.0,Travel_Rarely,516,Research & Development,8.0,5,Life Sciences,4,Male,69,3,2,Healthcare Representative,3,Single,6388.0,22049,2.0,Yes,17.0,3,1,0,14.0,6.0,3,0.0,0.0,0.0,0.0
548,50,0.0,Travel_Rarely,410,Sales,28.0,3,Marketing,4,Male,39,2,3,Sales Executive,1,Divorced,10854.0,16586,4.0,Yes,13.0,3,2,1,20.0,3.0,3,3.0,2.0,2.0,0.0
555,32,0.0,Travel_Rarely,977,Research & Development,2.0,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470.0,25518,0.0,No,13.0,3,3,2,10.0,4.0,2,9.0,5.0,1.0,6.0
560,23,0.0,Travel_Rarely,977,Research & Development,10.0,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073.0,12826,2.0,No,16.0,3,4,1,4.0,2.0,3,2.0,2.0,2.0,2.0
562,25,0.0,Travel_Rarely,977,Research & Development,2.0,1,Other,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977.0,7298,6.0,Yes,19.0,3,3,1,7.0,2.0,2,2.0,2.0,0.0,2.0
564,38,0.0,Travel_Rarely,1245,Sales,14.0,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924.0,12355,0.0,No,11.0,3,4,1,10.0,3.0,3,9.0,8.0,7.0,7.0
569,56,0.0,Travel_Rarely,310,Research & Development,7.0,2,Technical Degree,4,Male,72,3,1,Laboratory Technician,3,Married,2339.0,3666,8.0,No,11.0,3,4,1,14.0,4.0,1,10.0,9.0,9.0,8.0
571,46,0.0,Travel_Rarely,261,Research & Development,21.0,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married,8926.0,10842,4.0,No,22.0,4,4,1,13.0,2.0,4,9.0,7.0,3.0,7.0
574,29,0.0,Travel_Frequently,574,Research & Development,20.0,1,Medical,4,Male,40,3,1,Laboratory Technician,4,Married,3812.0,7003,1.0,No,13.0,3,2,0,11.0,3.0,4,11.0,8.0,3.0,10.0
575,32,0.0,Travel_Rarely,801,Sales,1.0,4,Marketing,3,Female,48,3,3,Sales Executive,4,Married,10422.0,24032,1.0,No,19.0,3,3,2,14.0,3.0,3,14.0,10.0,5.0,7.0
591,31,0.0,Travel_Rarely,1154,Sales,2.0,2,Life Sciences,1,Male,54,3,1,Sales Representative,3,Married,3067.0,6393,0.0,No,19.0,3,3,1,3.0,1.0,3,2.0,2.0,1.0,2.0
592,43,0.0,Travel_Rarely,574,Research & Development,11.0,3,Life Sciences,1,Male,30,3,3,Healthcare Representative,3,Married,7510.0,16873,1.0,No,17.0,3,2,1,10.0,1.0,3,10.0,9.0,0.0,9.0
596,33,0.0,Non-Travel,1313,Research & Development,1.0,2,Medical,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008.0,20439,1.0,No,12.0,3,3,3,1.0,2.0,2,1.0,1.0,0.0,0.0
600,35,0.0,Travel_Rarely,670,Research & Development,10.0,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142.0,4223,3.0,Yes,16.0,3,3,0,10.0,4.0,3,5.0,2.0,0.0,4.0
608,40,0.0,Travel_Rarely,611,Sales,7.0,4,Medical,2,Male,88,3,5,Manager,2,Single,19833.0,4349,1.0,No,14.0,3,2,0,21.0,3.0,2,21.0,8.0,12.0,8.0
612,34,0.0,Travel_Rarely,479,Research & Development,7.0,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972.0,22061,1.0,No,13.0,3,3,0,1.0,4.0,1,1.0,0.0,0.0,0.0
615,45,0.0,Travel_Rarely,556,Research & Development,25.0,2,Life Sciences,2,Female,93,2,2,Manufacturing Director,4,Married,5906.0,23888,0.0,No,13.0,3,4,2,10.0,2.0,2,9.0,8.0,3.0,8.0
616,28,0.0,Travel_Frequently,289,Research & Development,2.0,2,Medical,3,Male,38,2,1,Laboratory Technician,1,Single,2561.0,5355,7.0,No,11.0,3,3,0,8.0,2.0,2,0.0,0.0,0.0,0.0
622,39,0.0,Travel_Rarely,116,Research & Development,24.0,1,Life Sciences,1,Male,52,3,2,Research Scientist,4,Single,4108.0,5340,7.0,No,13.0,3,1,0,18.0,2.0,3,7.0,7.0,1.0,7.0
624,43,0.0,Non-Travel,343,Research & Development,9.0,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,2438.0,24978,4.0,No,13.0,3,3,0,7.0,2.0,2,3.0,2.0,1.0,2.0
625,23,0.0,Travel_Rarely,571,Research & Development,12.0,2,Other,4,Male,78,3,1,Laboratory Technician,4,Single,2647.0,13672,1.0,No,13.0,3,3,0,5.0,6.0,4,5.0,2.0,1.0,4.0
630,45,0.0,Non-Travel,589,Sales,2.0,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,5154.0,19665,4.0,No,22.0,4,2,2,10.0,3.0,4,8.0,7.0,5.0,7.0
636,28,0.0,Non-Travel,280,Human Resources,1.0,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,2706.0,10494,1.0,No,15.0,3,2,1,3.0,2.0,3,3.0,2.0,2.0,2.0
640,36,0.0,Travel_Rarely,884,Sales,1.0,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6815.0,21447,6.0,No,13.0,3,1,0,15.0,5.0,3,1.0,0.0,0.0,0.0
641,24,0.0,Travel_Rarely,240,Human Resources,22.0,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555.0,11585,1.0,No,11.0,3,3,1,1.0,2.0,3,1.0,0.0,0.0,0.0
642,41,0.0,Travel_Rarely,642,Research & Development,1.0,3,Life Sciences,4,Male,76,3,1,Research Scientist,4,Married,2782.0,21412,3.0,No,22.0,4,1,1,12.0,3.0,3,5.0,3.0,1.0,0.0
643,35,0.0,Travel_Rarely,1490,Research & Development,11.0,4,Medical,4,Male,43,3,1,Laboratory Technician,3,Married,2660.0,20232,7.0,Yes,11.0,3,3,1,5.0,3.0,3,2.0,2.0,2.0,2.0
644,36,0.0,Travel_Frequently,884,Research & Development,23.0,2,Medical,3,Male,41,4,2,Laboratory Technician,4,Married,2571.0,12290,4.0,No,17.0,3,3,1,17.0,3.0,3,5.0,2.0,0.0,3.0
648,33,0.0,Travel_Rarely,1099,Research & Development,4.0,4,Medical,1,Female,82,2,1,Laboratory Technician,2,Married,3838.0,8192,8.0,No,11.0,3,4,0,8.0,5.0,3,5.0,4.0,0.0,2.0
650,29,0.0,Travel_Rarely,1370,Research & Development,3.0,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723.0,16213,1.0,Yes,18.0,3,4,0,10.0,3.0,3,10.0,9.0,1.0,5.0
660,35,0.0,Travel_Rarely,104,Research & Development,2.0,3,Life Sciences,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074.0,26619,1.0,Yes,12.0,3,4,1,1.0,2.0,3,1.0,0.0,0.0,0.0
663,31,0.0,Travel_Rarely,741,Research & Development,2.0,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477.0,18103,1.0,No,14.0,3,4,1,6.0,2.0,4,5.0,2.0,0.0,3.0
671,27,0.0,Travel_Frequently,591,Research & Development,2.0,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580.0,6297,2.0,No,13.0,3,3,0,6.0,0.0,2,4.0,2.0,1.0,2.0
676,38,0.0,Travel_Rarely,1321,Sales,1.0,4,Life Sciences,4,Male,86,3,2,Sales Executive,2,Married,4440.0,7636,0.0,No,15.0,3,1,2,16.0,3.0,3,15.0,13.0,5.0,8.0
679,46,0.0,Travel_Rarely,228,Sales,3.0,3,Life Sciences,3,Female,51,3,4,Manager,2,Married,16606.0,11380,8.0,No,12.0,3,4,1,23.0,2.0,4,13.0,12.0,5.0,1.0
686,37,0.0,Travel_Rarely,161,Research & Development,10.0,3,Life Sciences,3,Female,42,4,3,Research Director,4,Married,13744.0,15471,1.0,Yes,25.0,4,1,1,16.0,2.0,3,16.0,11.0,6.0,8.0
688,41,0.0,Travel_Rarely,582,Research & Development,28.0,4,Life Sciences,1,Female,60,2,4,Manufacturing Director,2,Married,13570.0,5640,0.0,No,23.0,4,3,1,21.0,3.0,3,20.0,7.0,0.0,10.0
690,37,0.0,Travel_Frequently,1278,Sales,1.0,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525.0,7677,1.0,No,14.0,3,3,2,6.0,2.0,2,6.0,3.0,1.0,3.0
693,31,0.0,Travel_Rarely,1003,Sales,5.0,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,8346.0,20943,1.0,No,19.0,3,3,1,6.0,3.0,3,5.0,2.0,0.0,2.0
695,44,0.0,Travel_Rarely,1313,Research & Development,7.0,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049.0,3549,0.0,Yes,14.0,3,4,1,23.0,4.0,2,22.0,7.0,1.0,10.0
698,18,1.0,Travel_Frequently,544,Sales,3.0,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569.0,18420,1.0,Yes,12.0,3,3,0,0.0,2.0,4,0.0,0.0,0.0,0.0
701,29,0.0,Travel_Frequently,410,Research & Development,2.0,1,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,3180.0,4668,0.0,No,13.0,3,3,3,4.0,3.0,3,3.0,2.0,0.0,2.0
706,45,0.0,Travel_Rarely,374,Sales,20.0,3,Life Sciences,4,Female,50,3,2,Sales Executive,3,Single,4850.0,23333,8.0,No,15.0,3,3,0,8.0,3.0,3,5.0,3.0,0.0,1.0
707,25,0.0,Travel_Rarely,309,Human Resources,2.0,3,Human Resources,3,Female,82,3,1,Human Resources,2,Married,2187.0,19655,4.0,No,14.0,3,3,0,6.0,3.0,3,2.0,0.0,1.0,2.0
709,35,0.0,Travel_Rarely,1349,Research & Development,7.0,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690.0,7713,1.0,No,18.0,3,4,1,1.0,5.0,2,1.0,0.0,0.0,1.0
711,46,0.0,Travel_Rarely,563,Sales,1.0,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567.0,3156,1.0,No,15.0,3,2,0,27.0,5.0,1,26.0,0.0,0.0,12.0
714,27,0.0,Travel_Frequently,1337,Human Resources,22.0,3,Human Resources,1,Female,58,2,1,Human Resources,2,Married,2863.0,19555,1.0,No,12.0,3,1,0,1.0,2.0,3,1.0,0.0,0.0,0.0
716,37,0.0,Travel_Rarely,674,Research & Development,13.0,3,Medical,1,Male,47,3,2,Research Scientist,4,Married,4285.0,3031,1.0,No,17.0,3,1,0,10.0,2.0,3,10.0,8.0,3.0,7.0
717,39,0.0,Non-Travel,1251,Sales,21.0,4,Life Sciences,1,Female,32,1,2,Sales Executive,3,Married,5736.0,3987,6.0,No,19.0,3,3,1,10.0,1.0,3,3.0,2.0,1.0,2.0
719,34,0.0,Travel_Rarely,971,Sales,1.0,3,Technical Degree,4,Male,64,2,3,Sales Executive,3,Married,7083.0,12288,1.0,Yes,14.0,3,4,0,10.0,3.0,3,10.0,9.0,8.0,6.0
727,39,0.0,Travel_Rarely,1089,Research & Development,6.0,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,8376.0,9150,4.0,No,18.0,3,4,0,9.0,3.0,3,2.0,0.0,2.0,2.0
731,34,0.0,Travel_Rarely,790,Sales,24.0,4,Medical,1,Female,40,2,2,Sales Executive,2,Single,4599.0,7815,0.0,Yes,23.0,4,3,0,16.0,2.0,4,15.0,9.0,10.0,10.0
732,31,0.0,Travel_Frequently,163,Research & Development,24.0,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238.0,6670,2.0,No,20.0,4,4,0,9.0,3.0,2,5.0,4.0,1.0,4.0
742,47,0.0,Travel_Frequently,1093,Sales,9.0,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936.0,24164,7.0,No,11.0,3,3,0,25.0,3.0,1,23.0,5.0,14.0,10.0
744,29,0.0,Travel_Rarely,1092,Research & Development,1.0,4,Medical,1,Male,36,3,1,Research Scientist,4,Married,4787.0,26124,9.0,Yes,14.0,3,2,3,4.0,3.0,4,2.0,2.0,2.0,2.0
746,34,0.0,Travel_Rarely,1480,Sales,4.0,3,Life Sciences,3,Male,64,3,3,Sales Executive,4,Married,9713.0,24444,2.0,Yes,13.0,3,4,3,9.0,3.0,3,5.0,3.0,1.0,0.0
751,29,0.0,Travel_Frequently,995,Research & Development,2.0,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853.0,24483,1.0,No,19.0,3,4,1,6.0,0.0,4,6.0,4.0,1.0,3.0
759,18,0.0,Non-Travel,1431,Research & Development,14.0,3,Medical,2,Female,33,3,1,Research Scientist,3,Single,1514.0,8018,1.0,No,16.0,3,3,0,0.0,4.0,1,0.0,0.0,0.0,0.0
761,44,0.0,Travel_Rarely,170,Research & Development,1.0,4,Life Sciences,2,Male,78,4,2,Healthcare Representative,1,Married,5033.0,9364,2.0,No,15.0,3,4,1,10.0,5.0,3,2.0,0.0,2.0,2.0
765,35,0.0,Travel_Frequently,146,Research & Development,2.0,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930.0,13970,0.0,Yes,14.0,3,3,0,6.0,2.0,4,5.0,4.0,1.0,4.0
766,35,0.0,Travel_Rarely,1029,Research & Development,16.0,3,Life Sciences,4,Female,91,2,3,Healthcare Representative,2,Single,8606.0,21195,1.0,No,19.0,3,4,0,11.0,3.0,1,11.0,8.0,3.0,3.0
768,40,0.0,Travel_Rarely,750,Research & Development,12.0,3,Life Sciences,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448.0,10748,2.0,No,12.0,3,2,1,15.0,3.0,3,7.0,4.0,7.0,7.0
769,45,0.0,Travel_Rarely,1329,Research & Development,2.0,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770.0,5388,1.0,No,19.0,3,1,2,10.0,3.0,3,10.0,7.0,3.0,9.0
770,48,0.0,Travel_Rarely,492,Sales,16.0,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,6439.0,13693,8.0,No,14.0,3,3,1,18.0,2.0,3,8.0,7.0,7.0,7.0
772,36,0.0,Travel_Rarely,311,Research & Development,7.0,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013.0,10950,2.0,No,11.0,3,3,0,15.0,4.0,3,4.0,3.0,1.0,3.0
773,42,0.0,Travel_Rarely,300,Research & Development,2.0,3,Life Sciences,1,Male,56,3,5,Manager,3,Married,18880.0,17312,5.0,No,11.0,3,1,0,24.0,2.0,2,22.0,6.0,4.0,14.0
775,28,0.0,Travel_Rarely,580,Research & Development,27.0,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877.0,20460,0.0,No,21.0,4,2,1,6.0,5.0,2,5.0,3.0,0.0,0.0
781,33,0.0,Travel_Rarely,575,Research & Development,25.0,3,Life Sciences,4,Male,44,2,2,Manufacturing Director,2,Single,4320.0,24152,1.0,No,13.0,3,4,0,5.0,2.0,3,5.0,3.0,0.0,2.0
785,38,0.0,Travel_Rarely,1153,Research & Development,6.0,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,3702.0,16376,1.0,No,11.0,3,2,1,5.0,3.0,3,5.0,4.0,0.0,4.0
792,21,1.0,Travel_Rarely,501,Sales,5.0,1,Medical,3,Male,58,3,1,Sales Representative,1,Single,2380.0,25479,1.0,Yes,11.0,3,4,0,2.0,6.0,3,2.0,2.0,1.0,2.0
794,44,0.0,Travel_Frequently,602,Human Resources,1.0,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743.0,10503,4.0,Yes,11.0,3,3,0,14.0,3.0,3,10.0,7.0,0.0,2.0
797,39,0.0,Travel_Rarely,119,Sales,15.0,4,Marketing,2,Male,77,3,4,Sales Executive,1,Single,13341.0,25098,0.0,No,12.0,3,1,0,21.0,3.0,3,20.0,8.0,11.0,10.0
809,31,0.0,Travel_Frequently,715,Sales,2.0,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332.0,21602,7.0,No,13.0,3,4,0,10.0,3.0,3,5.0,2.0,0.0,3.0
810,49,0.0,Travel_Rarely,809,Research & Development,1.0,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379.0,22384,4.0,No,14.0,3,1,0,23.0,2.0,3,8.0,7.0,0.0,0.0
817,24,0.0,Non-Travel,830,Sales,13.0,2,Life Sciences,4,Female,78,3,1,Sales Representative,2,Married,2033.0,7103,1.0,No,13.0,3,3,1,1.0,2.0,3,1.0,0.0,0.0,0.0
829,40,0.0,Travel_Rarely,448,Research & Development,16.0,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945.0,19948,6.0,Yes,15.0,3,4,0,18.0,2.0,2,4.0,2.0,3.0,3.0
